INFO: debugfs mountpoint: /sys/kernel/debug/tracing/
# /dev/cpu_dma_latency set to 0us
# Histogram
000000 000000	000000	000000	000000	000000	000000	000000	000000
000001 000000	000000	000000	000000	000000	000000	000000	000000
000002 000000	000000	000000	000000	000000	000000	000000	000000
000003 000000	000000	000000	000000	000000	000000	000000	000000
000004 139511	111185	483186	234819	417428	224360	042676	128608
000005 1243681	1027099	949946	1149816	1011010	1195035	1052430	1172308
000006 086971	294994	041971	086338	046794	053900	325796	165666
000007 028931	061342	027462	028641	026991	027510	069654	031043
000008 020760	023269	019375	020510	019315	019870	025839	021455
000009 006962	008338	004447	006384	004993	005981	009663	007611
000010 000557	001012	000731	000697	000730	000607	001029	000660
000011 000296	000393	000466	000352	000388	000347	000423	000295
000012 000156	000180	000215	000248	000176	000190	000230	000168
000013 000039	000067	000072	000059	000049	000064	000106	000047
000014 000017	000006	000013	000015	000008	000010	000024	000013
000015 000011	000008	000015	000010	000011	000010	000011	000009
000016 000006	000011	000004	000002	000001	000008	000006	000007
000017 000006	000001	000000	000006	000007	000006	000010	000006
000018 000001	000003	000000	000003	000001	000000	000003	000004
000019 000000	000000	000001	000001	000000	000000	000003	000000
000020 000001	000000	000000	000002	000000	000001	000003	000000
000021 000001	000000	000001	000003	000000	000000	000000	000000
000022 000000	000000	000001	000000	000000	000001	000000	000000
000023 000000	000000	000000	000000	000000	000000	000000	000000
000024 000000	000000	000000	000000	000000	000000	000000	000000
000025 000000	000000	000000	000000	000000	000000	000000	000000
000026 000000	000000	000001	000000	000000	000000	000000	000000
000027 000000	000000	000000	000000	000000	000000	000000	000000
000028 000000	000000	000000	000000	000000	000001	000000	000000
000029 000000	000000	000000	000000	000000	000000	000000	000000
000030 000000	000000	000000	000000	000000	000000	000000	000000
000031 000000	000000	000000	000000	000000	000000	000000	000000
000032 000000	000000	000000	000000	000000	000000	000000	000000
000033 000000	000000	000000	000000	000000	000000	000000	000000
000034 000000	000000	000000	000000	000000	000000	000000	000000
000035 000000	000000	000000	000000	000000	000000	000000	000001
000036 000000	000000	000000	000000	000000	000000	000000	000000
000037 000000	000000	000000	000000	000000	000000	000000	000000
000038 000000	000000	000000	000000	000000	000000	000001	000000
000039 000000	000000	000000	000000	000001	000000	000000	000000
000040 000000	000000	000000	000000	000000	000000	000000	000000
000041 000000	000000	000000	000000	000000	000000	000000	000000
000042 000000	000000	000000	000000	000000	000000	000000	000000
000043 000000	000000	000000	000000	000000	000000	000000	000000
000044 000001	000000	000000	000000	000000	000000	000000	000000
000045 000000	000000	000000	000000	000000	000000	000000	000000
000046 000000	000000	000000	000000	000000	000000	000000	000000
000047 000000	000000	000000	000000	000000	000001	000000	000000
000048 000000	000000	000000	000000	000000	000000	000000	000000
000049 000000	000000	000000	000000	000000	000000	000000	000000
000050 000000	000000	000000	000000	000000	000000	000000	000000
000051 000000	000000	000000	000000	000000	000000	000000	000000
000052 000000	000000	000000	000000	000000	000000	000000	000000
000053 000000	000000	000000	000000	000000	000000	000000	000000
000054 000000	000000	000000	000000	000000	000000	000000	000000
000055 000000	000000	000000	000001	000000	000000	000000	000000
000056 000000	000000	000000	000000	000000	000000	000000	000000
000057 000000	000000	000000	000000	000000	000000	000000	000000
000058 000000	000000	000000	000000	000000	000000	000000	000000
000059 000000	000000	000000	000000	000000	000000	000000	000000
000060 000000	000000	000000	000000	000000	000000	000000	000000
000061 000000	000000	000000	000000	000000	000000	000000	000000
000062 000001	000000	000000	000000	000000	000000	000000	000000
000063 000000	000000	000000	000000	000000	000000	000000	000000
000064 000000	000000	000000	000000	000000	000000	000000	000000
000065 000000	000000	000000	000000	000000	000000	000000	000000
000066 000000	000000	000000	000000	000000	000000	000000	000000
000067 000000	000000	000000	000000	000000	000000	000000	000000
